id,filtered_words_array,features,label_index
R067,"['education', 'continue', 'successful', 'feel', 'indeed', 'floor.', 'case', 'make', 'marriage', 'indeed', 'cell', 'remain', 'attack', 'administration.', 'choice', 'significant', 'green.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[743,2920,3115,3210,3525,3614,3684,4506,4687,4934,5205,5530,5659,5693,6053,6229,6342,6944,7016,8552,9462],[4.42484663185681,4.830311739964974,4.607168188650764,3.8187108282864943,4.42484663185681,0.667530016189645,4.137164559405029,0.691153161953081,0.691153161953081,8.84969326371362,4.42484663185681,4.607168188650764,3.914021008090819,4.42484663185681,3.4440173788450834,3.8187108282864943,3.914021008090819,2.8154087194227095,4.830311739964974,4.42484663185681,0.691153161953081])",1.0
R215,"['answer', 'arm', 'condition', 'firm', 'class', 'standard.', 'age', 'field', 'true.', 'always', 'ball', 'name', 'care.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[15,1112,3614,3619,3984,4007,4506,4687,5047,5328,5390,5493,7074,7492,8791,8894,9011,9462],[4.270695952029551,5.117993812416755,0.667530016189645,4.137164559405029,4.019381523748645,4.607168188650764,0.691153161953081,0.691153161953081,2.6902455764687034,3.5085558999826545,5.117993812416755,4.830311739964974,3.4440173788450834,4.270695952029551,4.019381523748645,3.8187108282864943,4.019381523748645,0.691153161953081])",1.0
R127,"['hand', 'movie', 'south', 'chance.', 'tell', 'change', 'indicate.', 'subject', 'congress', 'experience', 'force', 'man', 'join', 'say.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[387,391,1439,1850,2569,3423,3614,3635,4506,4528,4687,4816,5739,6944,8655,8728,8952,9462,9944],[4.137164559405029,3.7316994512968646,4.019381523748645,4.42484663185681,4.270695952029551,4.42484663185681,0.667530016189645,4.137164559405029,0.691153161953081,5.117993812416755,0.691153161953081,3.5085558999826545,4.830311739964974,2.8154087194227095,4.270695952029551,3.5085558999826545,4.137164559405029,0.691153161953081,5.117993812416755])",1.0
R235,"['discuss', 'none', 'police', 'religious', 'arrive', 'population.', 'fill', 'nice', 'share', 'city', 'list', 'matter.', 'expect', 'admit', 'parent', 'rate', 'region', 'note', 'project.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[253,1020,2227,3370,3614,3691,3876,3947,4293,4506,4687,5101,5495,6599,7391,7968,8159,8714,8728,9462,9727,9831,9909,9932],[4.270695952029551,2.579019941358479,2.7200985396183848,4.270695952029551,1.33506003237929,4.270695952029551,4.42484663185681,4.137164559405029,4.42484663185681,0.691153161953081,0.691153161953081,5.523458920524919,4.137164559405029,5.117993812416755,3.914021008090819,5.117993812416755,3.4440173788450834,4.019381523748645,3.5085558999826545,0.691153161953081,4.607168188650764,3.914021008090819,4.42484663185681,4.137164559405029])",1.0
R163,"['decide', 'religious.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[821,2059,3614,4506,4687,8293,8444,9462],[2.849310271098391,2.60568818844064,0.667530016189645,0.691153161953081,0.691153161953081,3.8187108282864943,5.117993812416755,0.691153161953081])",1.0
R002,"['indeed', 'picture', 'check', 'still.', 'wish', 'financial', 'science.', 'back', 'tree', 'account', 'writer', 'ahead.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[495,1649,2481,3334,3614,3901,4506,4687,4934,5047,5871,6906,7407,8430,9187,9462,9663],[4.137164559405029,4.42484663185681,3.8187108282864943,4.830311739964974,0.667530016189645,4.270695952029551,0.691153161953081,0.691153161953081,4.42484663185681,2.6902455764687034,4.137164559405029,4.42484663185681,3.914021008090819,4.607168188650764,4.830311739964974,0.691153161953081,5.117993812416755])",1.0
R021,"['hold', 'firm', 'evidence', 'east', 'whose.', 'back', 'talk', 'else', 'defense', 'city', 'building.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[2054,2278,2389,3543,3614,4506,4687,5034,5047,5495,6383,6576,8430,8894,8925,9462],[4.137164559405029,4.830311739964974,4.42484663185681,3.7316994512968646,0.667530016189645,0.691153161953081,0.691153161953081,4.607168188650764,2.6902455764687034,4.137164559405029,5.117993812416755,4.137164559405029,4.607168188650764,3.8187108282864943,4.607168188650764,0.691153161953081])",1.0
R013,"['player', 'go', 'purpose.', 'door', 'join', 'room', 'successful.', 'base', 'example', 'reality', 'something.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[494,680,1020,2227,3614,3984,4240,4506,4687,4847,6451,6604,8173,8734,8952,9462,9606],[4.270695952029551,4.607168188650764,2.579019941358479,2.7200985396183848,0.667530016189645,4.019381523748645,4.42484663185681,0.691153161953081,0.691153161953081,4.607168188650764,3.6516567436233283,4.019381523748645,3.7316994512968646,5.117993812416755,4.137164559405029,0.691153161953081,3.7316994512968646])",1.0
F195,"['low', 'machine', 'issue', 'seem', 'leave.', 'car', 'first', 'story', 'peace', 'including', 'hotel', 'available', 'eye.', 'idea', 'black', 'nearly', 'much', 'law.', 'mother', 'sort', 'candidate', 'often.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[354,503,524,1769,1948,2475,2588,2600,2663,2866,2918,3674,4358,5720,5850,5958,6403,6616,6697,6855,7281,7334,7936,8040,8338,8411,8538,8757,9676],[3.577548771469606,0.691153161953081,3.7316994512968646,4.830311739964974,3.7316994512968646,4.137164559405029,4.137164559405029,5.117993812416755,4.270695952029551,4.42484663185681,3.0385522707369192,4.137164559405029,4.42484663185681,4.270695952029551,0.691153161953081,4.137164559405029,4.137164559405029,4.270695952029551,4.137164559405029,4.270695952029551,0.6753425559264385,4.607168188650764,0.691153161953081,3.6516567436233283,0.691153161953081,3.577548771469606,5.523458920524919,4.830311739964974,3.0385522707369192])",0.0
R101,"['return', 'national', 'rich', 'vote', 'expect', 'door.', 'throughout', 'first', 'laugh', 'affect.', 'government', 'military', 'mention', 'yourself.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[635,2259,2907,3614,3691,4506,4687,5692,5877,5948,6212,6403,6609,7066,7098,7321,7910,9214,9462],[3.914021008090819,2.8154087194227095,4.270695952029551,0.667530016189645,4.270695952029551,0.691153161953081,0.691153161953081,5.117993812416755,3.914021008090819,4.42484663185681,4.607168188650764,4.137164559405029,4.830311739964974,2.7826188965997183,4.270695952029551,4.830311739964974,4.270695952029551,4.270695952029551,0.691153161953081])",1.0
R055,"['toward', 'us', 'fish', 'star.', 'management', 'behavior', 'crime', 'travel.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[731,735,1241,1376,2959,3194,3614,4506,4687,6097,6660,7066,9462],[4.830311739964974,3.914021008090819,3.4440173788450834,4.270695952029551,5.117993812416755,4.270695952029551,0.667530016189645,0.691153161953081,0.691153161953081,5.523458920524919,4.270695952029551,2.7826188965997183,0.691153161953081])",1.0
F190,"['guess', 'article', 'evening', 'music', 'produce', 'physical', 'direction.', 'agreement', 'control', 'occur.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1208,1648,1702,2516,3892,5286,5850,6370,6747,7281,7936,8338,8413,8649,8660,9547],[0.691153161953081,2.7826188965997183,4.270695952029551,4.830311739964974,4.830311739964974,2.5530444549552183,4.137164559405029,0.691153161953081,3.914021008090819,2.5530444549552183,0.6753425559264385,0.691153161953081,0.691153161953081,3.914021008090819,3.6516567436233283,4.270695952029551,5.117993812416755])",0.0
R004,"['charge', 'future', 'perform', 'case', 'south', 'however.', 'song', 'child', 'event', 'wide', 'loss', 'wide.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[1098,2836,3614,4321,4506,4687,4816,5047,5329,6342,6488,6812,7244,7350,7728,9261,9462],[4.270695952029551,4.42484663185681,0.667530016189645,5.523458920524919,0.691153161953081,0.691153161953081,3.5085558999826545,2.6902455764687034,4.019381523748645,3.914021008090819,4.270695952029551,4.607168188650764,3.4440173788450834,4.42484663185681,4.137164559405029,5.523458920524919,0.691153161953081])",1.0
F080,"['manage', 'scientist', 'collection', 'sing', 'debate', 'money', 'personal.', 'office', 'action', 'field.', 'lead', 'drug', 'strong', 'prevent', 'sister', 'than.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,1822,3132,3252,3486,3521,4404,4921,5356,5850,6103,6226,6355,6451,6633,7281,7860,7883,7936,8209,8276,8338,8344],[0.691153161953081,5.117993812416755,5.117993812416755,4.42484663185681,2.849310271098391,3.8187108282864943,4.607168188650764,2.849310271098391,4.137164559405029,0.691153161953081,4.137164559405029,4.42484663185681,4.137164559405029,3.6516567436233283,4.270695952029551,0.6753425559264385,2.7826188965997183,4.019381523748645,0.691153161953081,4.42484663185681,3.914021008090819,0.691153161953081,3.7316994512968646])",0.0
F049,"['bad', 'debate', 'reason', 'board', 'quality', 'night.', 'summer', 'yeah', 'current', 'loss', 'meet.', 'cost', 'store', 'rock', 'ground', 'begin', 'give.', 'fly', 'team', 'woman', 'friend.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[468,503,574,1513,2347,2944,3222,3228,3249,3506,4377,4490,4563,5329,5850,5944,6487,7184,7281,7454,7936,7956,8276,8338,8759,9189,9481],[4.270695952029551,0.691153161953081,3.914021008090819,3.7316994512968646,5.117993812416755,3.5085558999826545,5.117993812416755,5.117993812416755,3.6516567436233283,3.8187108282864943,2.60568818844064,3.8187108282864943,4.42484663185681,4.019381523748645,0.691153161953081,4.42484663185681,3.5085558999826545,4.137164559405029,0.6753425559264385,4.42484663185681,0.691153161953081,4.42484663185681,3.914021008090819,0.691153161953081,4.830311739964974,4.137164559405029,4.607168188650764])",0.0
F184,"['federal', 'ground', 'name', 'history', 'such.', 'interview', 'close', 'growth', 'computer.', 'main', 'follow', 'compare', 'town', 'apply', 'sense.', 'toward', 'black', 'bill', 'fund', 'attention.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[15,320,353,503,633,1637,1948,3194,3497,3629,3892,4638,4715,5850,6035,6487,6543,6747,7281,7312,7393,7936,8135,8203,8338,9246,9367],[4.270695952029551,3.8187108282864943,3.8187108282864943,0.691153161953081,3.914021008090819,4.42484663185681,3.7316994512968646,4.270695952029551,3.7316994512968646,5.117993812416755,2.5530444549552183,4.270695952029551,4.137164559405029,0.691153161953081,4.019381523748645,3.5085558999826545,4.019381523748645,2.5530444549552183,0.6753425559264385,4.42484663185681,5.117993812416755,0.691153161953081,4.270695952029551,5.117993812416755,0.691153161953081,4.137164559405029,4.019381523748645])",0.0
F030,"['world', 'increase', 'analysis', 'table', 'company.', 'security', 'close', 'street', 'even', 'management.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1296,1815,2634,3008,3497,3684,3892,3931,5850,6406,6747,7281,7936,7963,8338,9360],[0.691153161953081,3.914021008090819,4.830311739964974,3.8187108282864943,4.607168188650764,3.7316994512968646,4.137164559405029,2.5530444549552183,3.4440173788450834,0.691153161953081,3.914021008090819,2.5530444549552183,0.6753425559264385,0.691153161953081,3.914021008090819,0.691153161953081,4.019381523748645])",0.0
R213,"['matter', 'building', 'building.', 'fact', 'claim', 'agent', 'nor.', 'clear', 'local', 'blue', 'current', 'issue', 'ten.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[228,1611,2278,2402,3614,4506,4687,4991,5016,5432,5768,5852,6616,7215,8439,8937,9189,9415,9462],[4.137164559405029,4.607168188650764,4.830311739964974,4.019381523748645,0.667530016189645,0.691153161953081,0.691153161953081,2.6902455764687034,4.270695952029551,2.7200985396183848,4.42484663185681,4.42484663185681,4.270695952029551,4.42484663185681,5.117993812416755,3.914021008090819,4.137164559405029,4.830311739964974,0.691153161953081])",1.0
F128,"['explain', 'sound', 'election', 'try.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[132,503,2066,3960,5341,5850,6166,7281,7936,8338,9876],[4.42484663185681,0.691153161953081,2.7508701982851385,4.830311739964974,4.019381523748645,0.691153161953081,4.137164559405029,0.6753425559264385,0.691153161953081,0.691153161953081,2.7508701982851385])",0.0
R231,"['expect', 'half', 'happen', 'power', 'rise.', 'shake', 'cost', 'generation', 'person', 'past', 'i.', 'computer', 'parent', 'care', 'heart', 'fear', 'sense', 'approach.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[564,1780,2180,3056,3249,3614,3691,4490,4506,4554,4687,4704,5310,5447,6434,6944,6963,8151,9275,9462,9513,9808,9932],[3.6516567436233283,4.607168188650764,4.270695952029551,4.019381523748645,3.6516567436233283,0.667530016189645,4.270695952029551,3.8187108282864943,0.691153161953081,5.117993812416755,0.691153161953081,3.8187108282864943,3.6516567436233283,3.6516567436233283,4.607168188650764,2.8154087194227095,4.270695952029551,4.019381523748645,4.270695952029551,0.691153161953081,3.577548771469606,4.270695952029551,4.137164559405029])",1.0
R061,"['factor', 'black', 'career', 'standard', 'easy.', 'attack', 'get', 'lead', 'tend', 'beat.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[1020,1810,1948,2227,2967,3614,4175,4506,4687,4930,5356,5693,9426,9462,9561,9612],[2.579019941358479,3.914021008090819,3.7316994512968646,2.7200985396183848,4.270695952029551,0.667530016189645,5.117993812416755,0.691153161953081,0.691153161953081,3.577548771469606,4.137164559405029,4.42484663185681,4.270695952029551,0.691153161953081,4.42484663185681,4.830311739964974])",1.0
R137,"['practice', 'several', 'anything', 'lose', 'thing', 'laugh.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[2114,3614,3673,3857,4280,4422,4506,4687,5047,9227,9462],[4.42484663185681,0.667530016189645,5.117993812416755,4.270695952029551,4.607168188650764,4.42484663185681,0.691153161953081,0.691153161953081,2.6902455764687034,4.270695952029551,0.691153161953081])",1.0
R185,"['trial', 'sign', 'card', 'ever', 'boy', 'month.', 'nothing', 'head', 'action', 'budget.', 'health', 'provide', 'week', 'model', 'off.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[157,1020,1064,1222,1481,2144,2227,3410,3614,4292,4506,4687,5122,5594,5946,6633,6756,7102,8805,9078,9462],[3.5085558999826545,2.579019941358479,4.270695952029551,4.830311739964974,4.270695952029551,4.830311739964974,2.7200985396183848,4.019381523748645,0.667530016189645,4.830311739964974,0.691153161953081,0.691153161953081,4.270695952029551,4.137164559405029,4.42484663185681,4.270695952029551,3.577548771469606,4.019381523748645,4.137164559405029,4.830311739964974,0.691153161953081])",1.0
R204,"['capital', 'table.', 'someone', 'organization', 'water', 'save', 'since.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[1020,1364,2227,2589,3614,3671,4506,4520,4687,6404,6541,7699,9462],[2.579019941358479,4.42484663185681,2.7200985396183848,3.577548771469606,0.667530016189645,4.270695952029551,0.691153161953081,4.137164559405029,0.691153161953081,4.137164559405029,4.42484663185681,4.830311739964974,0.691153161953081])",1.0
F217,"['town', 'very.', 'class', 'type', 'character', 'occur.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,2066,2516,3526,4007,4715,4867,5850,6466,7281,7936,8338,9876],[0.691153161953081,2.7508701982851385,4.830311739964974,4.270695952029551,4.607168188650764,4.137164559405029,4.270695952029551,0.691153161953081,4.830311739964974,0.6753425559264385,0.691153161953081,0.691153161953081,2.7508701982851385])",0.0
F176,"['deep', 'moment', 'three', 'defense', 'produce', 'yes', 'magazine.', 'theory', 'certain', 'difficult', 'speak', 'pretty.', 'human', 'prevent', 'bank', 'data.', 'trip', 'medical', 'music', 'worry.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,1256,1468,1648,1712,1762,2419,3252,3401,3543,4732,5044,5782,5850,5925,6370,6873,7281,7860,7936,8268,8303,8338,8982,9231,9288,9324],[0.691153161953081,3.125563647726549,4.270695952029551,4.270695952029551,4.137164559405029,4.42484663185681,5.117993812416755,4.42484663185681,4.607168188650764,3.7316994512968646,4.607168188650764,4.270695952029551,4.137164559405029,0.691153161953081,4.270695952029551,3.914021008090819,5.117993812416755,0.6753425559264385,2.7826188965997183,0.691153161953081,3.383392757028649,4.607168188650764,0.691153161953081,4.607168188650764,5.117993812416755,3.8187108282864943,4.830311739964974])",0.0
R245,"['whole', 'marriage', 'foreign.', 'pick', 'five', 'hospital', 'traditional.', 'need', 'end', 'information', 'century', 'peace.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[453,627,1020,2227,2900,3614,3822,4506,4687,4930,4944,5974,6229,6537,7372,7841,8190,9462],[4.270695952029551,4.019381523748645,2.579019941358479,2.7200985396183848,5.117993812416755,0.667530016189645,4.830311739964974,0.691153161953081,0.691153161953081,3.577548771469606,5.523458920524919,3.7316994512968646,3.8187108282864943,4.019381523748645,4.607168188650764,4.270695952029551,4.137164559405029,0.691153161953081])",1.0
R104,"['young', 'care', 'pass', 'go', 'admit.', 'drive', 'black', 'total', 'mind', 'country.', 'hospital', 'reduce', 'experience', 'positive.', 'develop', 'guy', 'close', 'teach', 'community.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[94,1241,1948,3184,3497,3556,3614,3635,3761,4506,4687,4930,4959,5310,6279,6325,6451,7801,7809,8159,8392,8522,9062,9462],[4.830311739964974,3.4440173788450834,3.7316994512968646,2.7508701982851385,3.7316994512968646,2.8844015909096608,0.667530016189645,4.137164559405029,4.270695952029551,0.691153161953081,0.691153161953081,3.577548771469606,5.523458920524919,3.6516567436233283,3.8187108282864943,3.8187108282864943,3.6516567436233283,5.117993812416755,4.270695952029551,3.4440173788450834,4.270695952029551,4.270695952029551,5.523458920524919,0.691153161953081])",1.0
F156,"['music', 'realize', 'four', 'build', 'serve', 'total.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[503,1243,1582,1725,2918,3014,5850,6370,6535,7281,7936,8338,9676],[0.691153161953081,3.914021008090819,4.019381523748645,4.42484663185681,3.0385522707369192,4.137164559405029,0.691153161953081,3.914021008090819,5.117993812416755,0.6753425559264385,0.691153161953081,0.691153161953081,3.0385522707369192])",0.0
R194,"['pick', 'source', 'ready', 'source', 'civil', 'prevent.', 'response', 'around', 'million', 'brother', 'window', 'hospital.', 'maybe', 'relationship', 'woman.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[291,593,934,1278,2338,2403,2445,3556,3614,4260,4506,4687,4818,6197,6557,7372,7721,8651,9462],[4.607168188650764,3.6516567436233283,4.607168188650764,5.523458920524919,5.523458920524919,3.6516567436233283,4.137164559405029,2.8844015909096608,0.667530016189645,4.137164559405029,0.691153161953081,0.691153161953081,4.607168188650764,3.914021008090819,4.830311739964974,4.607168188650764,8.274329118810059,4.42484663185681,0.691153161953081])",1.0
R161,"['lay', 'image', 'service.', 'authority', 'range', 'raise', 'deal', 'thus.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[165,1020,1176,1433,2227,2849,3527,3614,4221,4475,4506,4687,5303,9462],[4.830311739964974,2.579019941358479,4.137164559405029,4.607168188650764,2.7200985396183848,5.523458920524919,4.607168188650764,0.667530016189645,5.117993812416755,4.270695952029551,0.691153161953081,0.691153161953081,4.607168188650764,0.691153161953081])",1.0
F113,"['result', 'course', 'especially', 'need.', 'employee', 'beat', 'get', 'option', 'area.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[399,503,2066,2569,3652,4105,5850,6544,6548,7281,7936,8173,8338,9426,9613,9876],[4.42484663185681,0.691153161953081,2.7508701982851385,4.270695952029551,4.019381523748645,5.117993812416755,0.691153161953081,5.523458920524919,5.117993812416755,0.6753425559264385,0.691153161953081,3.7316994512968646,0.691153161953081,4.270695952029551,4.137164559405029,2.7508701982851385])",0.0
F150,"['nice', 'act', 'actually', 'often.', 'wrong', 'enjoy', 'compare', 'within.', 'cost', 'within', 'road.', 'consider', 'personal', 'place', 'deal', 'likely', 'least.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[309,312,503,1433,1805,1831,3163,3370,4295,4377,4490,5850,6390,6447,6512,6928,7281,7936,7939,8338,8757,9246,9817],[4.019381523748645,4.270695952029551,0.691153161953081,4.607168188650764,4.270695952029551,5.523458920524919,5.523458920524919,4.270695952029551,4.830311739964974,2.60568818844064,3.8187108282864943,0.691153161953081,4.42484663185681,4.137164559405029,4.019381523748645,4.137164559405029,0.6753425559264385,0.691153161953081,4.42484663185681,0.691153161953081,4.830311739964974,4.137164559405029,3.7316994512968646])",0.0
F047,"['lay', 'seem', 'suddenly', 'send', 'include', 'discover', 'much', 'until.', 'whatever', 'east', 'commercial', 'born.', 'project', 'college', 'machine', 'hear.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[286,503,524,1256,2230,2588,2953,3286,4170,4430,4475,5523,5850,6443,6576,7281,7695,7860,7936,8040,8057,8338,8581],[5.523458920524919,0.691153161953081,3.7316994512968646,3.125563647726549,4.42484663185681,4.137164559405029,3.914021008090819,4.830311739964974,4.270695952029551,5.117993812416755,4.270695952029551,4.607168188650764,0.691153161953081,3.6516567436233283,4.137164559405029,0.6753425559264385,4.42484663185681,2.7826188965997183,0.691153161953081,3.6516567436233283,4.830311739964974,0.691153161953081,4.607168188650764])",0.0
F008,"['personal', 'bit', 'project', 'arrive', 'machine', 'focus.', 'executive', 'throw', 'sense', 'thank', 'serious', 'year.', 'admit', 'two', 'sit', 'increase', 'sit.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,1117,1687,1989,2230,2778,4377,4728,5447,5850,6946,7281,7391,7517,7936,7939,7963,8016,8040,8325,8338,8714,9966],[0.691153161953081,4.42484663185681,4.137164559405029,3.914021008090819,4.42484663185681,5.117993812416755,2.60568818844064,4.42484663185681,3.6516567436233283,0.691153161953081,4.019381523748645,0.6753425559264385,3.914021008090819,4.830311739964974,0.691153161953081,4.42484663185681,3.914021008090819,5.117993812416755,3.6516567436233283,4.42484663185681,0.691153161953081,4.019381523748645,4.019381523748645])",0.0
F229,"['establish', 'help', 'seven', 'rock', 'data', 'get.', 'power', 'history', 'phone', 'machine', 'although', 'physical.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,574,650,1116,1626,1695,2147,2923,3056,5850,6543,7281,7779,7850,7936,8040,8338,9347],[0.691153161953081,3.914021008090819,2.958509563063383,4.607168188650764,4.137164559405029,4.830311739964974,4.830311739964974,4.137164559405029,4.019381523748645,0.691153161953081,4.019381523748645,0.6753425559264385,3.7316994512968646,4.830311739964974,0.691153161953081,3.6516567436233283,0.691153161953081,4.137164559405029])",0.0
R001,"['maintain', 'travel', 'almost', 'how.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[3614,4506,4687,5247,6021,7066,8566,8681,9462],[0.667530016189645,0.691153161953081,0.691153161953081,4.42484663185681,4.42484663185681,2.7826188965997183,4.830311739964974,4.830311739964974,0.691153161953081])",1.0
R241,"['million', 'physical', 'authority', 'establish', 'ever.', 'season', 'generation', 'away', 'election', 'others', 'get.', 'something', 'everything', 'far', 'until.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[132,1176,1770,2147,2358,2923,3614,3737,4158,4430,4506,4687,6219,6940,6963,8404,8649,8651,9156,9462,9826],[4.42484663185681,4.137164559405029,2.8844015909096608,4.830311739964974,4.270695952029551,4.137164559405029,0.667530016189645,3.6516567436233283,4.019381523748645,5.117993812416755,0.691153161953081,0.691153161953081,3.172083663361442,4.137164559405029,4.270695952029551,5.523458920524919,3.6516567436233283,4.42484663185681,4.019381523748645,0.691153161953081,3.8187108282864943])",1.0
R198,"['even', 'price', 'suggest.', 'exactly', 'standard', 'heavy', 'character', 'college.', 'culture', 'almost', 'significant', 'less', 'each.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[821,1195,1738,2059,2096,2967,3478,3614,4506,4687,4867,6021,6406,8552,8566,8645,8949,9462,9578],[2.849310271098391,4.137164559405029,4.137164559405029,2.60568818844064,4.019381523748645,4.270695952029551,5.117993812416755,0.667530016189645,0.691153161953081,0.691153161953081,4.270695952029551,4.42484663185681,3.914021008090819,4.42484663185681,4.830311739964974,5.117993812416755,4.270695952029551,0.691153161953081,5.117993812416755])",1.0
R229,"['rather', 'mother', 'service', 'attack', 'across', 'forget', 'realize', 'back.', 'land', 'skill', 'fight', 'win', 'size.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[354,1582,2110,2252,2398,2526,2837,3614,4506,4687,5693,6532,7066,7074,7146,7148,9462,9968],[3.577548771469606,4.019381523748645,4.830311739964974,4.42484663185681,5.117993812416755,5.117993812416755,4.137164559405029,0.667530016189645,0.691153161953081,0.691153161953081,4.42484663185681,4.42484663185681,2.7826188965997183,3.4440173788450834,4.830311739964974,4.019381523748645,0.691153161953081,3.914021008090819])",1.0
R205,"['community', 'necessary', 'job', 'series', 'physical', 'research.', 'top', 'today', 'local.', 'ever', 'customer', 'food', 'pass', 'feeling.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[557,1413,1770,3614,4463,4506,4687,5328,5594,5643,6219,7066,7979,8174,8392,8649,8653,9325,9462,9806],[4.42484663185681,3.914021008090819,2.8844015909096608,0.667530016189645,4.270695952029551,0.691153161953081,0.691153161953081,3.5085558999826545,4.137164559405029,5.117993812416755,3.172083663361442,2.7826188965997183,4.137164559405029,4.137164559405029,4.270695952029551,3.6516567436233283,4.607168188650764,5.117993812416755,0.691153161953081,4.270695952029551])",1.0
F123,"['need', 'discuss', 'tax', 'high', 'full.', 'case', 'increase', 'exactly', 'cut', 'care', 'home.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,1206,2096,2116,3486,3614,4921,5310,5850,5861,6342,6537,6587,7281,7936,7963,8338,8993],[0.691153161953081,4.019381523748645,4.019381523748645,3.914021008090819,2.849310271098391,0.667530016189645,2.849310271098391,3.6516567436233283,0.691153161953081,5.117993812416755,3.914021008090819,4.019381523748645,5.117993812416755,0.6753425559264385,0.691153161953081,3.914021008090819,0.691153161953081,5.117993812416755])",0.0
F043,"['sense', 'remain', 'discussion', 'great', 'mrs', 'simple', 'score.', 'big', 'learn', 'city', 'cup.', 'front', 'piece', 'experience', 'she.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,504,750,1733,2913,3048,3133,3486,3635,4921,5205,5315,5447,5495,5850,5967,7195,7281,7936,8338,9300,9751],[0.691153161953081,4.270695952029551,4.019381523748645,4.830311739964974,3.5085558999826545,4.42484663185681,4.42484663185681,2.849310271098391,4.137164559405029,2.849310271098391,4.42484663185681,4.607168188650764,3.6516567436233283,4.137164559405029,0.691153161953081,4.270695952029551,5.523458920524919,0.6753425559264385,0.691153161953081,0.691153161953081,5.117993812416755,4.019381523748645])",0.0
F097,"['right', 'forward', 'series', 'education.', 'hot', 'suggest', 'serious', 'someone', 'old', 'commercial.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,1117,1790,3486,3671,4463,4613,4921,5047,5850,7083,7281,7816,7936,8338,8411,9693],[0.691153161953081,4.42484663185681,4.42484663185681,2.849310271098391,4.270695952029551,4.270695952029551,4.830311739964974,2.849310271098391,2.6902455764687034,0.691153161953081,4.607168188650764,0.6753425559264385,5.523458920524919,0.691153161953081,0.691153161953081,3.577548771469606,4.137164559405029])",0.0
